Transaction_Date,Store_ID,RewardsID,Prod_Num,Sale_Amount,Month,Store_Location,State,Territory_Manager,Region,Region_Director,Product,CategoryID,SubcategoryID,Category,cust_id,date,time,name,email,phone,sms_opt_out
2022-01-07,822,145.0,105664-A,12.12,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Winsor & Newton Cotman Watercolor Brushes (Set of 5),115,115-pai,Art Supplies,145.0,2024-02-25,11:25:40,Adam Newman,adam@genoa.city,213-555-9710,N
2022-01-07,823,,105748-S,2.88,2022-01,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Sakura Pigma Micron Pens (Black, Set of 6)",110,110-art,Stationery and Supplies,,,,,,,
2022-01-07,824,167.0,105713-S,12.4,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Elastic Book Bands (Set of 3),110,110-mis,Stationery and Supplies,167.0,2023-03-31,13:45:40,Alfred Miles,paperboi@paperboi.atl,404-555-1002,N
2022-01-07,824,,105570-M,36.15,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Gym Duffel Bag (Navy Blue),130,130-acc,Apparel and Merchandise,,,,,,,
2022-01-07,825,,105672-B,26.52,2022-01,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,A Brief History of Time,125,125-non,Books (General),,,,,,,
2022-01-07,826,,105375-S,6.85,2022-01,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Paper Mate Flair Felt Tip Pens (Assorted Colors),110,110-wri,Stationery and Supplies,,,,,,,
2022-01-07,827,,105485-T,205.8,2022-01,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microeconomics: An Introduction,100,100-bus,Textbooks,,,,,,,
2022-01-07,830,,105616-S,19.36,2022-01,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acrylic Paint Set (Set of 12 Tubes),110,110-art,Stationery and Supplies,,,,,,,
2022-01-07,831,,105359-B,23.44,2022-01,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Dune,125,125-fic,Books (General),,,,,,,
2022-01-07,835,,105491-T,253.4,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Blockchain Technology,100,100-tec,Textbooks,,,,,,,
2022-01-07,835,,105688-S,12.12,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Envelope Moistener with Adhesive,110,110-mis,Stationery and Supplies,,,,,,,
2022-01-07,835,,105600-S,9.95,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Uni-ball Vision Elite Rollerball Pens (Black),110,110-wri,Stationery and Supplies,,,,,,,
2022-01-07,836,,105458-IT,637.52,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Huawei MatePad Pro,120,120-tab,Technology & Accessories,,,,,,,
2022-01-07,836,,105255-IT,771.36,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Lenovo Yoga Smart Tab,120,120-tab,Technology & Accessories,,,,,,,
2022-01-07,836,,105445-T,178.6,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Calculus I,100,100-mat,Textbooks,,,,,,,
2022-01-07,838,,105445-T,178.6,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Calculus I,100,100-mat,Textbooks,,,,,,,
2022-01-07,838,,105715-A,39.75,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mod Podge Matte Finish (8 oz),115,110-adh,Art Supplies,,,,,,,
2022-01-07,838,,105749-T,217.34,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Statistical Inference,100,100-mat,Textbooks,,,,,,,
2022-01-08,820,,105556-A,39.75,2022-01,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Aleenes Tacky Glue (4 oz),115,110-adh,Art Supplies,,,,,,,
2022-01-08,821,,105592-M,26.52,2022-01,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Basketball (Regulation Size),130,130-spo,Apparel and Merchandise,,,,,,,
2022-01-08,822,,105744-T,111.6,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Sociolinguistics,100,100-lan,Textbooks,,,,,,,
2022-01-08,822,,105770-T,201.8,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Theater Arts: A Practical Guide,100,100-hum,Textbooks,,,,,,,
2022-01-08,824,,105595-S,12.4,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Hammermill Copy Plus Paper (Letter Size, 500 Sheets)",110,110-pap,Stationery and Supplies,,,,,,,
2022-01-08,824,,105545-T,157.28,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Introduction to Topology,100,100-mat,Textbooks,,,,,,,
2022-01-08,826,,105363-M,19.48,2022-01,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Wall Calendar,130,130-off,Apparel and Merchandise,,,,,,,
2022-01-08,826,,105420-S,20.36,2022-01,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Wall-Mounted Dry Erase Board (18x24 inches),110,110-org,Stationery and Supplies,,,,,,,
2022-01-08,827,,105325-IT,1717.7,2022-01,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Apple MacBook Pro (M2, 14-inch)",120,120-lap,Technology & Accessories,,,,,,,
2022-01-08,829,,105771-B,23.44,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mockingjay,125,125-fic,Books (General),,,,,,,
2022-01-08,830,,105506-B,17.7,2022-01,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,To Kill a Mockingbird,125,125-fic,Books (General),,,,,,,
2022-01-08,832,,105570-M,36.15,2022-01,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Gym Duffel Bag (Navy Blue),130,130-acc,Apparel and Merchandise,,,,,,,
2022-01-08,833,,105313-IT,68.88,2022-01,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Logitech MX Master 3S Mouse,120,120-ext,Technology & Accessories,,,,,,,
2022-01-08,833,,105424-T,192.26,2022-01,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Organic Chemistry I,100,100-sci,Textbooks,,,,,,,
2022-01-08,833,,105413-A,57.7,2022-01,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sharpie Fine Point Markers (Set of 24),115,115-dra,Art Supplies,,,,,,,
2022-01-08,834,,105559-S,10.16,2022-01,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artist Paintbrush Set (Pack of 10),110,110-art,Stationery and Supplies,,,,,,,
2022-01-08,835,,105564-S,12.12,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Index Cards (3x5, White, Pack of 500)",110,110-pap,Stationery and Supplies,,,,,,,
2022-01-08,835,,105586-A,8.0,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Masking Fluid (75ml),115,115-mis,Art Supplies,,,,,,,
2022-01-08,836,,105772-T,134.56,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Advanced Calculus,100,100-mat,Textbooks,,,,,,,
2022-01-08,837,111.0,105463-IT,265.07,2022-01,Paterson,New Jersey,Miami Vue,Northeast,Michael Jarvis,SPSS Statistics for Students,120,120-sof,Technology & Accessories,111.0,2023-09-12,12:30:30,Teddy,teddy@bobsburgers.rest,201-555-9406,N
2022-01-08,837,,105574-A,13.13,2022-01,Paterson,New Jersey,Miami Vue,Northeast,Michael Jarvis,Princeton Velvetouch Mixed-Media Brushes (Set of 4),115,115-pai,Art Supplies,,,,,,,
2022-01-08,838,,105610-A,10.1,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Holbein Artist Gouache Set (24 Colors),115,115-pai,Art Supplies,,,,,,,
2022-01-08,838,,105423-M,40.55,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Coasters (Set of 4, Cork)",130,130-hom,Apparel and Merchandise,,,,,,,
2022-01-08,838,,105773-T,219.3,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Organic Chemistry II,100,100-sci,Textbooks,,,,,,,
2022-01-08,839,,105690-A,43.3,2022-01,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Golden Heavy Body Acrylic Paints (Set of 6),115,115-pai,Art Supplies,,,,,,,
2022-01-08,839,,105530-B,20.36,2022-01,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Where the Crawdads Sing,125,125-fic,Books (General),,,,,,,
2022-01-09,818,,105248-IT,883.48,2022-01,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,TCL NXTPAPER 10s,120,120-tab,Technology & Accessories,,,,,,,
2022-01-09,819,,105352-M,47.61,2022-01,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"LTCA Year Up Power Bank (10,000mAh)",130,130-tec,Apparel and Merchandise,,,,,,,
2022-01-09,820,,105428-M,65.5,2022-01,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Pullover Hoodie (Navy Blue),130,130-clo,Apparel and Merchandise,,,,,,,
2022-01-09,821,,105516-M,18.0,2022-01,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Sticky Notes Set,130,130-off,Apparel and Merchandise,,,,,,,
2022-01-09,821,,105715-A,39.75,2022-01,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Mod Podge Matte Finish (8 oz),115,110-adh,Art Supplies,,,,,,,
2022-01-09,822,,105594-T,144.4,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Human Resource Management,100,100-bus,Textbooks,,,,,,,
2022-01-09,823,,105254-IT,798.8,2022-01,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Chuwi HiPad Max,120,120-tab,Technology & Accessories,,,,,,,
2022-01-09,823,112.0,105576-S,2.4,2022-01,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Prismacolor Premier Colored Pencils (Set of 48),110,110-pen,Stationery and Supplies,112.0,2023-10-25,15:55:45,Jimmy Pesto,jimmy@bobsburgers.rest,201-555-9407,N
2022-01-09,827,21.0,105609-S,20.36,2022-01,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110,110-bin,Stationery and Supplies,21.0,2023-01-05,06:15:20,Jon Snow,knowsnothing@westeros.kingdom,123-555-3001,N
2022-01-09,828,,105467-S,6.02,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Sharpie Fine Point Permanent Markers (Assorted Colors, Pack of 12)",110,110-wri,Stationery and Supplies,,,,,,,
2022-01-09,829,521.0,105385-M,27.52,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Foam Finger (Black),130,130-spo,Apparel and Merchandise,521.0,2023-08-01,18:10:30,Linda Flynn-Fletcher,linda@danvillekids.com,555-555-3210,N
2022-01-09,830,,105284-IT,207.85,2022-01,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sharp EL-W516T,120,120-cal,Technology & Accessories,,,,,,,
2022-01-09,830,,105290-IT,114.71,2022-01,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Shure AONIC 50,120,120-hea,Technology & Accessories,,,,,,,
2022-01-09,832,,105724-T,191.95,2022-01,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Ethics and Moral Reasoning,100,100-hum,Textbooks,,,,,,,
2022-01-09,834,,105541-IT,68.88,2022-01,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Sculpt Ergonomic Keyboard,120,120-ext,Technology & Accessories,,,,,,,
2022-01-09,835,,105380-M,28.92,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Beanie Hat (Gray),130,130-hat,Apparel and Merchandise,,,,,,,
2022-01-09,835,57.0,105726-S,12.12,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Bristol Paper Pad (11x17 inches),110,110-art,Stationery and Supplies,57.0,2023-03-30,12:35:40,Ron Swanson,ron@pawnee.gov,317-555-7002,N
2022-01-09,836,,105251-IT,827.45,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Lenovo Tab P12 Pro,120,120-tab,Technology & Accessories,,,,,,,
2022-01-09,836,,105461-IT,132.9,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Surface Headphones 2,120,120-hea,Technology & Accessories,,,,,,,
2022-01-09,836,,105770-T,201.8,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Theater Arts: A Practical Guide,100,100-hum,Textbooks,,,,,,,
2022-01-09,836,,105786-A,33.1,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Professional Watercolor Set (12 Tubes),115,115-pai,Art Supplies,,,,,,,
2022-01-09,837,,105392-T,187.25,2022-01,Paterson,New Jersey,Miami Vue,Northeast,Michael Jarvis,Computer Programming: A Practical Introduction,100,100-eng,Textbooks,,,,,,,
2022-01-09,838,,105787-A,48.96,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Arteza Acrylic Paint Set (60 Colors),115,115-pai,Art Supplies,,,,,,,
2022-01-09,838,,105788-A,57.12,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115,115-dra,Art Supplies,,,,,,,
2022-01-09,839,,105744-T,111.6,2022-01,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sociolinguistics,100,100-lan,Textbooks,,,,,,,
2022-01-10,818,,105465-A,23.44,2022-01,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Artify Professional Oil Paint Brush Set (15 Brushes),115,115-pai,Art Supplies,,,,,,,
2022-01-10,818,,105675-B,28.92,2022-01,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Harry Potter and the Chamber of Secrets,125,125-fic,Books (General),,,,,,,
2022-01-10,819,54.0,105609-S,20.36,2022-01,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Oxford Twin-Pocket Folders (Assorted Colors, Pack of 10)",110,110-bin,Stationery and Supplies,54.0,2023-11-18,20:30:05,Lucas S.,lucas@hawkins.ind,219-555-6004,N
2022-01-10,821,,105474-A,6.0,2022-01,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,ArtBin Essentials Box (Plastic Storage Container),115,115-mis,Art Supplies,,,,,,,
2022-01-10,822,289.0,105801-A,24.28,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Foam Brushes (Assorted Sizes, Pack of 20)",115,115-pai,Art Supplies,289.0,2023-05-10,19:15:45,Geordi La Forge,geordi@enterprise.starfleet,1701-555-2204,N
2022-01-10,823,,105700-IT,131.07,2022-01,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Turtle Beach Stealth 700 Gen 2,120,120-hea,Technology & Accessories,,,,,,,
2022-01-10,825,,105344-IT,265.07,2022-01,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Grammarly Premium,120,120-sof,Technology & Accessories,,,,,,,
2022-01-10,826,517.0,105337-IT,1301.88,2022-01,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,HP Pavilion 14,120,120-lap,Technology & Accessories,517.0,2024-02-15,11:30:30,Perry the Platypus,agentp@danvillekids.com,555-555-3206,N
2022-01-10,828,,105802-A,27.52,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,"DAS Modelling Clay (2.2 lbs, Terra Cotta)",115,115-scu,Art Supplies,,,,,,,
2022-01-10,828,,105608-A,12.15,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Olfa Rotary Cutter (45mm),115,115-cut,Art Supplies,,,,,,,
2022-01-10,828,,105678-A,12.3,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pencil and Marker Organizer Tray,115,115-eas,Art Supplies,,,,,,,
2022-01-10,829,,105696-S,12.7,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Avery Address Labels (Clear, Pack of 500)",110,110-pap,Stationery and Supplies,,,,,,,
2022-01-10,832,,105614-A,20.36,2022-01,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Bristol Smooth Paper Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2022-01-10,832,,105652-S,10.16,2022-01,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Desk Drawer Organizer Bins (Set of 6),110,110-org,Stationery and Supplies,,,,,,,
2022-01-10,834,,105650-M,65.5,2022-01,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Pullover Hoodie (Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2022-01-10,834,,105531-A,57.7,2022-01,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tombow Dual Brush Pens (Set of 20),115,115-dra,Art Supplies,,,,,,,
2022-01-10,835,,105473-M,12.0,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Pennant Flag (Black and Gold),130,130-mem,Apparel and Merchandise,,,,,,,
2022-01-10,835,,105432-S,6.02,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tesa Masking Tape (2-inch Roll),110,110-adh,Stationery and Supplies,,,,,,,
2022-01-10,838,,105721-B,29.3,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strunk and Whites Elements of Style,125,125-ref,Books (General),,,,,,,
2022-01-10,838,,105579-B,74.28,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Test Prep Workbook for GED,125,125-stu,Books (General),,,,,,,
2022-01-11,819,,105810-A,11.0,2022-01,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,X-Acto Knife Set with Extra Blades,115,115-cut,Art Supplies,,,,,,,
2022-01-11,822,,105811-A,24.28,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Sta-Wet Palette for Acrylic Paints,115,115-pal,Art Supplies,,,,,,,
2022-01-11,824,,105812-B,25.45,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Big Little Lies,125,125-fic,Books (General),,,,,,,
2022-01-11,828,,105285-IT,136.12,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Bose SoundSport Free,120,120-hea,Technology & Accessories,,,,,,,
2022-01-11,828,,105465-A,23.44,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artify Professional Oil Paint Brush Set (15 Brushes),115,115-pai,Art Supplies,,,,,,,
2022-01-11,828,,105469-M,14.6,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Candle (Vanilla Scented),130,130-hom,Apparel and Merchandise,,,,,,,
2022-01-11,828,,105450-T,226.79,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Social Policy and Public Welfare,100,100-soc,Textbooks,,,,,,,
2022-01-11,829,,105408-S,4.32,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Prismacolor Premier Art Markers (Set of 12),110,110-art,Stationery and Supplies,,,,,,,
2022-01-11,829,,105515-A,26.52,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Wooden Oval Paint Palette,115,115-pal,Art Supplies,,,,,,,
2022-01-11,830,,105698-IT,683.36,2022-01,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,HP Elite x2 G8,120,120-tab,Technology & Accessories,,,,,,,
2022-01-11,831,,105420-S,20.36,2022-01,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Wall-Mounted Dry Erase Board (18x24 inches),110,110-org,Stationery and Supplies,,,,,,,
2022-01-11,832,,105415-A,61.14,2022-01,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Sketch Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2022-01-11,835,,105804-IT,737.52,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Amazon Fire HD 10 Plus,120,120-tab,Technology & Accessories,,,,,,,
2022-01-11,835,1.0,105351-M,44.0,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Classic Cotton T-Shirt (White),130,130-clo,Apparel and Merchandise,1.0,2023-03-15,08:45:12,Rachel,rachel@centralperk.coffee,212-555-1001,N
2022-01-11,835,,105773-T,219.3,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Organic Chemistry II,100,100-sci,Textbooks,,,,,,,
2022-01-11,835,,105678-A,12.3,2022-01,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pencil and Marker Organizer Tray,115,115-eas,Art Supplies,,,,,,,
2022-01-11,836,,105374-B,20.36,2022-01,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Hobbit,125,125-fic,Books (General),,,,,,,
2022-01-11,837,,105364-S,17.7,2022-01,Paterson,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110,110-bin,Stationery and Supplies,,,,,,,
2022-01-11,838,,105736-M,20.36,2022-01,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Trucker Hat (Blue Mesh),130,130-hat,Apparel and Merchandise,,,,,,,
2022-01-12,819,,105296-IT,107.06,2022-01,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Bose QuietComfort 45,120,120-hea,Technology & Accessories,,,,,,,
2022-01-12,819,,105604-T,122.21,2022-01,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Pharmacology: A Comprehensive Guide,100,100-hea,Textbooks,,,,,,,
2022-01-12,820,13.0,105291-IT,114.71,2022-01,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Anker Soundcore Life Q30,120,120-hea,Technology & Accessories,13.0,2023-08-03,17:30:15,Skyler W.,skyler@lospolloshermanos.biz,505-555-2003,Y
2022-01-12,820,51.0,105721-B,29.3,2022-01,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Strunk and Whites Elements of Style,125,125-ref,Books (General),51.0,2023-03-22,07:15:20,Eleven,eleven@hawkins.ind,219-555-6001,N
2022-01-12,821,,105824-B,20.36,2022-01,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Thinking, Fast and Slow",125,125-non,Books (General),,,,,,,
2022-01-12,822,265.0,105531-A,57.7,2022-01,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Tombow Dual Brush Pens (Set of 20),115,115-dra,Art Supplies,265.0,2024-03-08,07:50:40,Beatrice Horseman,beatrice@hollywoo.net,323-555-1910,N
2022-01-12,824,,105465-A,23.44,2022-01,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artify Professional Oil Paint Brush Set (15 Brushes),115,115-pai,Art Supplies,,,,,,,
2022-01-12,825,,105825-S,9.09,2022-01,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Staedtler White Vinyl Erasers (Pack of 4),110,110-pen,Stationery and Supplies,,,,,,,
2022-01-12,827,,105669-M,12.0,2022-01,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Phone Case (Samsung Galaxy),130,130-tec,Apparel and Merchandise,,,,,,,
2022-01-12,828,365.0,105347-IT,837.52,2022-01,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Google Pixel Tablet,120,120-tab,Technology & Accessories,365.0,2023-09-19,21:30:40,Pugsley A.,pugsley@nevermore.academy,914-555-1704,Y
2022-01-12,829,,105294-IT,108.33,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Samsung Galaxy Buds 2 Pro,120,120-hea,Technology & Accessories,,,,,,,
2022-01-12,829,,105504-A,32.64,2022-01,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Toned Tan Sketch Paper Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2022-01-12,833,,105664-A,12.12,2022-01,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Cotman Watercolor Brushes (Set of 5),115,115-pai,Art Supplies,,,,,,,
